x,y
0.9965580211723437,0.0
0.9965788109985836,-0.0006088825235354429
0.996633674531454,-0.0011657614909126323
0.9967256657697765,-0.0017462896252560924
0.9968570497066468,-0.002354057907366743
0.9970114981425502,-0.0029323965794923064
0.9971802659952943,-0.00348089641780325
0.9973561894540119,-0.004000945722970647
0.9975337666184199,-0.004494820025212951
0.9977089405831272,-0.004965081635654601
0.997878799623246,-0.00541424113782199
0.9980412960117062,-0.005844593713373769
0.9981950170127972,-0.006258157686944375
0.9983390104234875,-0.006656667210313117
0.9984726560869922,-0.007041590729129263
0.9985955728282648,-0.007414159711648834
0.9987075515239789,-0.007775399673643116
0.9988085070473073,-0.008126159722032662
0.9988984437148748,-0.008467139060302433
0.9989774303653116,-0.008798910023698049
0.9990455823159378,-0.009121937747159288
0.9991030482478871,-0.009436596795359336
0.9991500006390664,-0.009743185154821449
0.9991866287645573,-0.010041935984118263
0.9992131335651363,-0.010333027481928672
0.999229723882371,-0.01061659118563426
0.9992366136984683,-0.010892718965506564
0.999234020118264,-0.011161468935921293
0.9992221619016031,-0.01142287046705728
0.9992012584052828,-0.011676928448391194
0.999171528830558,-0.011923626928538385
0.999133191699006,-0.012162932233932725
0.9990864644991728,-0.012394795650759637
0.9990315634608715,-0.012619155739781857
0.9989687034247117,-0.012835940341635389
0.9988980977824072,-0.013045068320323119
0.9988199584693787,-0.013246451084580977
0.9987344959956493,-0.01343999392019673
0.9986419195044257,-0.013625597160948872
0.9985424368503173,-0.01380315722137971
0.9984362546911082,-0.013972567510942932
0.9983235785884831,-0.014133719246026735
0.9982046131142508,-0.014286502173832346
0.9980795619594848,-0.014430805219990257
0.9979486280446719,-0.01456651707004658
0.9978120136294774,-0.01469352669348804
0.9976699204211307,-0.014811723817746229
0.9975225496807439,-0.014920999358589287
0.9973701023271067,-0.0150212458124388
0.9972127790376811,-0.015112357615414573
0.9970507803466585,-0.015194231473287667
0.9968843067400364,-0.015266766665994353
0.9967135587477579,-0.015329865329915735
0.9965387370330052,-0.015383432720746831
0.9963600424787804,-0.015427377459454966
0.9961776762719334,-0.015461611763551679
0.9959918399848102,-0.015486051665667869
0.9958027356547032,-0.015500617221222745
0.9956105658612836,-0.015505232706808168
0.9954155338021892,-0.015499826810767146
0.9952178433669286,-0.015484332817324866
0.9950176992092454,-0.015458688785529888
0.9948153068180611,-0.015422837724179218
0.994610872587092,-0.015376727763831878
0.994404603883199,-0.015320312326959266
0.9941967091134921,-0.015253550297235404
0.9939873977911701,-0.015176406188934451
0.9937768806000221,-0.015088850317375342
0.9935653694574648,-0.014990858971332614
0.993353077575921,-0.014882414588317119
0.9931402195222767,-0.014763505933619003
0.9929270112750685,-0.014634128283996756
0.9927136702789618,-0.014494283616888612
0.9925004154959788,-0.014343980806014588
0.992287467452817,-0.014183235824227099
0.9920750482834739,-0.014012071954453174
0.9918633817662462,-0.013830520009549608
0.9916526933540194,-0.013638618561861032
0.9914432101965879,-0.013436414183226848
0.9912351611535576,-0.01322396169612273
0.9910287767961787,-0.0130013244365419
0.9908242893962382,-0.012768574529116259
0.9906219328999059,-0.012525793174842748
0.990421942884185,-0.012273070951610645
0.9902245564933645,-0.012010508127515125
0.9900300123526109,-0.011738214986685314
0.9898385504555828,-0.011456312167045032
0.989650412022705,-0.011164931009055542
0.9894658393265117,-0.010864213914056136
0.9892850754802712,-0.010554314710315739
0.9891083641859566,-0.010235399024333488
0.9889359494375368,-0.009907644654277053
0.9887680751755582,-0.009571241941725957
0.9886049848890817,-0.009226394137098207
0.9884469211612648,-0.008873317753291997
0.9882941251552502,-0.008512242901185059
0.9881468360375687,-0.008143413599724007
0.9880052903370075,-0.007767088052433331
0.98786972123785,-0.0073835388813146795
0.9877403578075802,-0.006993053308335601
0.9876174241605553,-0.006595933274073857
0.9875011385607967,-0.0061924954826454125
0.9873917124688887,-0.005783071361861832
0.9872893495399953,-0.005368006927696908
0.9871942445821293,-0.0049476625426505445
0.987106582485988,-0.004522412558529513
0.9870265371397926,-0.004092644835555007
0.986954270344555,-0.003658760131571962
0.9868899307469075,-0.0032211713574661505
0.9868336528079711,-0.002780302697654104
0.9867855558275789,-0.0023365885976289066
0.9867457430434186,-0.0018904726239206103
0.9867143008242342,-0.0014424062053338422
0.9866912979750838,-0.0009928472678042367
0.9866767851707877,-0.000542258778502838
0.9866707945311495,-9.110721774395524e-05
0.9866733393483846,0.00036013900034262473
0.9866844139735613,0.0008110111356665429
0.9867039938649155,0.0012610417348629622
0.98673203579682,0.001709766224945713
0.9867684782241677,0.0021567244647243957
0.9868132417931498,0.002601462232233057
0.9868662299860513,0.0030435326285726738
0.9869273298848827,0.0034824973813038884
0.9869964130365145,0.003917928033688286
0.9870733364005506,0.00434940700949874
0.987157943360463,0.004776528546632575
0.9872500647784941,0.00519889949620582
0.9873495200754467,0.005616139987042757
0.9874561183176321,0.0060278839583890725
0.9875696592948232,0.006433779566187107
0.9876899345749494,0.006833489470307467
0.9878167285233511,0.007226691011712645
0.9879498192765794,0.007613076289641805
0.988088979662884,0.007992352149579749
0.9882339780636009,0.008364240093051672
0.9883845792115712,0.008728476120223462
0.9885405449244478,0.009084810515945098
0.9887016347722557,0.009433007589313364
0.9888676066798487,0.009772845376107953
0.9890382174659517,0.010104115312625723
0.9892132233213053,0.010426621888548013
0.9893923802290548,0.01074018228556487
0.9895754443309599,0.011044626007579376
0.9897621722432888,0.011339794507449374
0.9899523213264015,0.011625540814410189
0.9901456499120591,0.01190172916557238
0.9903419174924408,0.01216823464420983
0.9905408848747228,0.012424942826948355
0.9907423143048918,0.012671749441433428
0.9909459695642527,0.01290856003559464
0.991151616041848,0.013135289659230257
0.9913590207857537,0.013351862558302088
0.9915679525359603,0.013558211882053185
0.9917781817412886,0.013754279402832376
0.9919894805625437,0.01394001524832424
0.9922016228638709,0.014115377645734974
0.9924143841940531,0.014280332677368168
0.9926275417592773,0.0144348540469346
0.9928408743887035,0.014578922855872282
0.9930541624939921,0.014712527388902805
0.9932671880237777,0.014835662908014035
0.9934797344139334,0.014948331454033867
0.9936915865343341,0.015050541654942486
0.9939025306327036,0.015142308540058625
0.9941123542760283,0.015223653359226588
0.9943208462899173,0.015294603406123345
0.9945277966962085,0.015355191844796999
0.9947329966490388,0.015405457538537904
0.9949362383695337,0.015445444880170188
0.995137315079208,0.015475203622832912
0.995336020932119,0.015494788710295537
0.995532150945767,0.015504260105820058
0.9957255009306964,0.015503682618541034
0.9959158674187194,0.01549312572628306
0.9961030475896488,0.015472663393671527
0.9962868391964093,0.015442373884314844
0.9964670404883693,0.015402339565742601
0.9966434501327276,0.015352646705672063
0.9968158671337739,0.015293385258041994
0.9969840907498437,0.015224648637094858
0.9971479204077882,0.015146533477602054
0.9973071556147937,0.01505913937910722
0.9974615958674055,0.01496256863180448
0.9976110405576449,0.014856925921364927
0.9977552888761563,0.01474231800966792
0.9978941397123874,0.014618853387974175
0.9980273915519008,0.014486641898583855
0.9981548423710306,0.014345794320440725
0.9982762895292627,0.01419642191345632
0.9983915296599265,0.014038635915515267
0.9985003585600578,0.013872546985159512
0.9986025710806539,0.013698264581804658
0.9986979610190031,0.013515896273978431
0.9987863210153778,0.013325546964443647
0.9988674424571651,0.013127318019119056
0.9989411153945351,0.01292130628437161
0.9990071284730847,0.01270760297443624
0.9990652688906467,0.012486292407317388
0.9991153223877528,0.01225745056340744
0.9991570732842664,0.012021143436056075
0.9991903045787073,0.011777425137237073
0.9992147981320999,0.011526335714032172
0.999230334965269,0.011267898622572683
0.999236695708,0.011002117794965967
0.9992336612512777,0.01072897422112045
0.9992210136711472,0.010448421950715218
0.9991985375163542,0.010160383400194855
0.9991660215842858,0.009864743824896065
0.9991232613543815,0.009561344786513768
0.9990700623101426,0.00924997641051569
0.9990062444674146,0.008930368186684474
0.9989316485482153,0.008602178019619672
0.9988461444111754,0.008264979187889735
0.9987496425934514,0.007918244828115114
0.9986421101659445,0.007561329539649245
0.9985235925975593,0.007193447738969767
0.9983942440243242,0.00681364854299785
0.9982543692999898,0.006420787345975211
0.9981044825450177,0.006013495095710734
0.9979453886522618,0.0055901479725437245
0.9977782962367105,0.0051488434326244946
0.9976049722694068,0.004687394566258757
0.9974279484260137,0.004203365178566775
0.997250782851344,0.003694184859593253
0.9970783598119395,0.0031574066743928248
0.9969171586500285,0.0025911918793532366
0.9967753275851173,0.0019950963000129936
0.9966622735466737,0.0013711257956395316
0.9965874428510485,0.0007247524880982319
0.9965590747390737,0.0001368908840990138
0.9965695445924392,-0.00045303667624375086
